,pro ro wnd ec00 mwh/h cet min15 f 2026-01-13T00:00:00+01:00
2026-01-16 13:15:00+01:00,486.14646917486243
2026-01-16 13:30:00+01:00,489.6044052381254
2026-01-16 13:45:00+01:00,493.0623413013884
2026-01-16 14:00:00+01:00,496.5202773646514
2026-01-16 14:15:00+01:00,507.6246381721484
2026-01-16 14:30:00+01:00,518.7289989796454
2026-01-16 14:45:00+01:00,529.8333597871425
2026-01-16 15:00:00+01:00,540.9377205946395
2026-01-16 15:15:00+01:00,562.3496578190362
2026-01-16 15:30:00+01:00,583.761595043433
2026-01-16 15:45:00+01:00,605.1735322678297
2026-01-16 16:00:00+01:00,626.5854694922265
2026-01-16 16:15:00+01:00,655.32644410924
2026-01-16 16:30:00+01:00,684.0674187262535
2026-01-16 16:45:00+01:00,712.8083933432672
2026-01-16 17:00:00+01:00,741.5493679602808
2026-01-16 17:15:00+01:00,761.6559485234646
2026-01-16 17:30:00+01:00,781.7625290866484
2026-01-16 17:45:00+01:00,801.8691096498324
2026-01-16 18:00:00+01:00,821.9756902130162
2026-01-16 18:15:00+01:00,829.6992077174245
2026-01-16 18:30:00+01:00,837.4227252218328
2026-01-16 18:45:00+01:00,845.1462427262413
2026-01-16 19:00:00+01:00,852.8697602306498
2026-01-16 19:15:00+01:00,849.2571171287167
2026-01-16 19:30:00+01:00,845.6444740267835
2026-01-16 19:45:00+01:00,842.0318309248504
2026-01-16 20:00:00+01:00,838.4191878229173
2026-01-16 20:15:00+01:00,833.3088842422243
2026-01-16 20:30:00+01:00,828.1985806615313
2026-01-16 20:45:00+01:00,823.0882770808382
2026-01-16 21:00:00+01:00,817.9779735001453
2026-01-16 21:15:00+01:00,814.9170705457349
2026-01-16 21:30:00+01:00,811.8561675913244
2026-01-16 21:45:00+01:00,808.795264636914
2026-01-16 22:00:00+01:00,805.7343616825036
2026-01-16 22:15:00+01:00,804.722857559652
2026-01-16 22:30:00+01:00,803.7113534368003
2026-01-16 22:45:00+01:00,802.6998493139487
2026-01-16 23:00:00+01:00,801.688345191097
2026-01-16 23:15:00+01:00,802.7262398543864
2026-01-16 23:30:00+01:00,803.7641345176758
2026-01-16 23:45:00+01:00,804.8020291809652
2026-01-17 00:00:00+01:00,805.8742713543902
2026-01-17 00:15:00+01:00,806.2265988625938
2026-01-17 00:30:00+01:00,806.5789263707977
2026-01-17 00:45:00+01:00,806.9312538790015
2026-01-17 01:00:00+01:00,807.2835813872051
2026-01-17 01:15:00+01:00,806.9502974620164
2026-01-17 01:30:00+01:00,806.6170135368274
2026-01-17 01:45:00+01:00,806.2837296116383
2026-01-17 02:00:00+01:00,805.9504456864495
2026-01-17 02:15:00+01:00,804.9315509608202
2026-01-17 02:30:00+01:00,803.9126562351911
2026-01-17 02:45:00+01:00,802.893761509562
2026-01-17 03:00:00+01:00,801.8748667839328
2026-01-17 03:15:00+01:00,793.5366938868116
2026-01-17 03:30:00+01:00,785.1985209896905
2026-01-17 03:45:00+01:00,776.8603480925694
2026-01-17 04:00:00+01:00,768.5221751954482
2026-01-17 04:15:00+01:00,752.8647242484219
2026-01-17 04:30:00+01:00,737.2072733013957
2026-01-17 04:45:00+01:00,721.5498223543694
2026-01-17 05:00:00+01:00,705.8923714073431
2026-01-17 05:15:00+01:00,682.9156430612732
2026-01-17 05:30:00+01:00,659.9389147152032
2026-01-17 05:45:00+01:00,636.9621863691331
2026-01-17 06:00:00+01:00,613.9854580230631
2026-01-17 06:15:00+01:00,594.3764845456386
2026-01-17 06:30:00+01:00,574.7675110682142
2026-01-17 06:45:00+01:00,555.1585375907896
2026-01-17 07:00:00+01:00,535.5495641133651
2026-01-17 07:15:00+01:00,519.3083451288207
2026-01-17 07:30:00+01:00,503.0671261442765
2026-01-17 07:45:00+01:00,486.8259071597321
2026-01-17 08:00:00+01:00,470.5846881751877
2026-01-17 08:15:00+01:00,457.7112236496447
2026-01-17 08:30:00+01:00,444.8377591241017
2026-01-17 08:45:00+01:00,431.9642945985587
2026-01-17 09:00:00+01:00,419.0908300730157
2026-01-17 09:15:00+01:00,416.4914607872763
2026-01-17 09:30:00+01:00,413.8920915015368
2026-01-17 09:45:00+01:00,411.29272221579737
2026-01-17 10:00:00+01:00,408.693352930058
2026-01-17 10:15:00+01:00,416.3680786790056
2026-01-17 10:30:00+01:00,424.0428044279533
2026-01-17 10:45:00+01:00,431.71753017690105
2026-01-17 11:00:00+01:00,439.39225592584864
2026-01-17 11:15:00+01:00,457.3410757899352
2026-01-17 11:30:00+01:00,475.28989565402173
2026-01-17 11:45:00+01:00,493.2387155181083
2026-01-17 12:00:00+01:00,511.1875353821948
2026-01-17 12:15:00+01:00,533.6804473914334
2026-01-17 12:30:00+01:00,556.173359400672
2026-01-17 12:45:00+01:00,578.6662714099105
2026-01-17 13:00:00+01:00,601.1591834191491
2026-01-17 13:15:00+01:00,628.1961904195302
2026-01-17 13:30:00+01:00,655.2331974199113
2026-01-17 13:45:00+01:00,682.2702044202924
2026-01-17 14:00:00+01:00,709.3072114206736
2026-01-17 14:15:00+01:00,740.8883115194626
2026-01-17 14:30:00+01:00,772.4694116182516
2026-01-17 14:45:00+01:00,804.0505117170404
2026-01-17 15:00:00+01:00,835.6316118158294
2026-01-17 15:15:00+01:00,862.4016469232904
2026-01-17 15:30:00+01:00,889.1716820307515
2026-01-17 15:45:00+01:00,915.9417171382127
2026-01-17 16:00:00+01:00,942.7117522456736
2026-01-17 16:15:00+01:00,964.6707176800184
2026-01-17 16:30:00+01:00,986.6296831143633
2026-01-17 16:45:00+01:00,1008.5886485487082
2026-01-17 17:00:00+01:00,1030.547613983053
2026-01-17 17:15:00+01:00,1047.6955144703052
2026-01-17 17:30:00+01:00,1064.8434149575576
2026-01-17 17:45:00+01:00,1081.99131544481
2026-01-17 18:00:00+01:00,1099.1392159320624
2026-01-17 18:15:00+01:00,1113.390852929455
2026-01-17 18:30:00+01:00,1127.6424899268472
2026-01-17 18:45:00+01:00,1141.8941269242398
2026-01-17 19:00:00+01:00,1156.1457639216324
2026-01-17 19:15:00+01:00,1167.5011384198835
2026-01-17 19:30:00+01:00,1178.8565129181345
2026-01-17 19:45:00+01:00,1190.2118874163855
2026-01-17 20:00:00+01:00,1201.567261914637
2026-01-17 20:15:00+01:00,1210.0263737745015
2026-01-17 20:30:00+01:00,1218.4854856343666
2026-01-17 20:45:00+01:00,1226.9445974942314
2026-01-17 21:00:00+01:00,1235.4037093540962
2026-01-17 21:15:00+01:00,1243.5803236515076
2026-01-17 21:30:00+01:00,1251.756937948919
2026-01-17 21:45:00+01:00,1259.9335522463302
2026-01-17 22:00:00+01:00,1268.1101665437416
2026-01-17 22:15:00+01:00,1276.0042897697995
2026-01-17 22:30:00+01:00,1283.8984129958574
2026-01-17 22:45:00+01:00,1291.792536221915
2026-01-17 23:00:00+01:00,1299.686659447973
2026-01-17 23:15:00+01:00,1307.2982852755454
2026-01-17 23:30:00+01:00,1314.909911103118
2026-01-17 23:45:00+01:00,1322.5215369306907
2026-01-18 00:00:00+01:00,1330.189854929627
2026-01-18 00:15:00+01:00,1335.0399566795725
2026-01-18 00:30:00+01:00,1339.8900584295181
2026-01-18 00:45:00+01:00,1344.740160179464
2026-01-18 01:00:00+01:00,1349.5902619294095
2026-01-18 01:15:00+01:00,1351.6785087180237
2026-01-18 01:30:00+01:00,1353.7667555066382
2026-01-18 01:45:00+01:00,1355.8550022952527
2026-01-18 02:00:00+01:00,1357.9432490838672
2026-01-18 02:15:00+01:00,1357.2696465655226
2026-01-18 02:30:00+01:00,1356.5960440471783
2026-01-18 02:45:00+01:00,1355.9224415288338
2026-01-18 03:00:00+01:00,1355.2488390104893
2026-01-18 03:15:00+01:00,1347.0588866680814
2026-01-18 03:30:00+01:00,1338.8689343256735
2026-01-18 03:45:00+01:00,1330.6789819832657
2026-01-18 04:00:00+01:00,1322.4890296408576
2026-01-18 04:15:00+01:00,1306.78272950688
2026-01-18 04:30:00+01:00,1291.0764293729023
